policy_id,policy_name,category,subcategory,department,description,version,effective_date,review_cycle,approval_authority,is_mandatory,last_updated_year,details
1079,WFH Eligibility — Work From Home,Work From Home,WFH Eligibility,Marketing,Defines who is eligible for work from home and under what conditions it can be availed.,v1.1,22/02/2023,Annual,Line Manager,No,2023,"{""max_wfh_days_per_week"": 5, ""internet_reimbursement_inr"": 1000, ""equipment_provided"": ""No"", ""vpn_required"": ""Yes"", ""core_hours"": ""9am-3pm""}"
1080,WFH Eligibility — Work From Home,Work From Home,WFH Eligibility,Finance,"Covers data security, availability expectations, and communication protocols for remote workers.",v1.1,12/09/2021,Bi-Annual,HR Executive,Yes,2021,"{""max_wfh_days_per_week"": 3, ""internet_reimbursement_inr"": 0, ""equipment_provided"": ""No"", ""vpn_required"": ""Yes"", ""core_hours"": ""9am-3pm""}"
1081,WFH Equipment Policy — Work From Home,Work From Home,WFH Equipment Policy,Operations,Outlines the process for requesting and approving remote work arrangements.,v3.0,01/03/2023,Quarterly,CHRO,Yes,2023,"{""max_wfh_days_per_week"": 2, ""internet_reimbursement_inr"": 1500, ""equipment_provided"": ""Yes"", ""vpn_required"": ""Yes"", ""core_hours"": ""11am-5pm""}"
1082,Remote Work Guidelines — Work From Home,Work From Home,Remote Work Guidelines,Legal,Details the hybrid schedule structure including mandatory office days per week.,v2.0,10/12/2023,Bi-Annual,CHRO,Yes,2023,"{""max_wfh_days_per_week"": 3, ""internet_reimbursement_inr"": 0, ""equipment_provided"": ""Yes"", ""vpn_required"": ""Yes"", ""core_hours"": ""10am-4pm""}"
1083,WFH Eligibility — Work From Home,Work From Home,WFH Eligibility,Legal,Details the hybrid schedule structure including mandatory office days per week.,v2.0,09/04/2024,As Needed,Line Manager,No,2024,"{""max_wfh_days_per_week"": 1, ""internet_reimbursement_inr"": 1000, ""equipment_provided"": ""No"", ""vpn_required"": ""Yes"", ""core_hours"": ""9am-3pm""}"
1084,WFH Equipment Policy — Work From Home,Work From Home,WFH Equipment Policy,Legal,Outlines the process for requesting and approving remote work arrangements.,v2.1,10/04/2022,Annual,HR Manager,Yes,2022,"{""max_wfh_days_per_week"": 2, ""internet_reimbursement_inr"": 1000, ""equipment_provided"": ""No"", ""vpn_required"": ""No"", ""core_hours"": ""10am-4pm""}"
1085,Hybrid Work Schedule — Work From Home,Work From Home,Hybrid Work Schedule,Legal,Outlines the process for requesting and approving remote work arrangements.,v2.1,13/12/2021,Quarterly,Department Head,No,2021,"{""max_wfh_days_per_week"": 1, ""internet_reimbursement_inr"": 1500, ""equipment_provided"": ""Yes"", ""vpn_required"": ""No"", ""core_hours"": ""10am-4pm""}"
1086,Hybrid Work Schedule — Work From Home,Work From Home,Hybrid Work Schedule,Legal,Details the hybrid schedule structure including mandatory office days per week.,v1.2,11/03/2021,As Needed,HR Manager,Yes,2021,"{""max_wfh_days_per_week"": 5, ""internet_reimbursement_inr"": 1000, ""equipment_provided"": ""Yes"", ""vpn_required"": ""No"", ""core_hours"": ""10am-4pm""}"
1087,Remote Work Guidelines — Work From Home,Work From Home,Remote Work Guidelines,Sales,"Covers data security, availability expectations, and communication protocols for remote workers.",v2.0,11/03/2022,Quarterly,CHRO,Yes,2022,"{""max_wfh_days_per_week"": 1, ""internet_reimbursement_inr"": 0, ""equipment_provided"": ""Yes"", ""vpn_required"": ""No"", ""core_hours"": ""9am-3pm""}"
1088,WFH Eligibility — Work From Home,Work From Home,WFH Eligibility,Finance,Specifies the equipment and internet reimbursement provided for home office setup.,v1.1,06/11/2021,Bi-Annual,Line Manager,No,2021,"{""max_wfh_days_per_week"": 5, ""internet_reimbursement_inr"": 1500, ""equipment_provided"": ""No"", ""vpn_required"": ""No"", ""core_hours"": ""11am-5pm""}"
1089,Hybrid Work Schedule — Work From Home,Work From Home,Hybrid Work Schedule,Admin,Details the hybrid schedule structure including mandatory office days per week.,v3.0,12/09/2021,Quarterly,CHRO,Yes,2021,"{""max_wfh_days_per_week"": 1, ""internet_reimbursement_inr"": 1000, ""equipment_provided"": ""No"", ""vpn_required"": ""No"", ""core_hours"": ""10am-4pm""}"
1090,WFH Equipment Policy — Work From Home,Work From Home,WFH Equipment Policy,Customer Support,Defines who is eligible for work from home and under what conditions it can be availed.,v2.1,19/09/2024,As Needed,Line Manager,No,2024,"{""max_wfh_days_per_week"": 1, ""internet_reimbursement_inr"": 1500, ""equipment_provided"": ""Yes"", ""vpn_required"": ""No"", ""core_hours"": ""11am-5pm""}"
1091,WFH Request Process — Work From Home,Work From Home,WFH Request Process,Sales,Details the hybrid schedule structure including mandatory office days per week.,v1.2,08/12/2021,Bi-Annual,HR Manager,No,2021,"{""max_wfh_days_per_week"": 5, ""internet_reimbursement_inr"": 1500, ""equipment_provided"": ""Yes"", ""vpn_required"": ""No"", ""core_hours"": ""9am-3pm""}"
1092,Hybrid Work Schedule — Work From Home,Work From Home,Hybrid Work Schedule,Engineering,"Covers data security, availability expectations, and communication protocols for remote workers.",v3.0,04/09/2023,Annual,CHRO,Yes,2023,"{""max_wfh_days_per_week"": 5, ""internet_reimbursement_inr"": 1000, ""equipment_provided"": ""No"", ""vpn_required"": ""Yes"", ""core_hours"": ""9am-3pm""}"
1093,WFH Request Process — Work From Home,Work From Home,WFH Request Process,Legal,Specifies the equipment and internet reimbursement provided for home office setup.,v1.1,18/07/2023,Annual,Line Manager,No,2023,"{""max_wfh_days_per_week"": 3, ""internet_reimbursement_inr"": 500, ""equipment_provided"": ""Yes"", ""vpn_required"": ""No"", ""core_hours"": ""11am-5pm""}"
1094,WFH Equipment Policy — Work From Home,Work From Home,WFH Equipment Policy,Finance,Outlines the process for requesting and approving remote work arrangements.,v1.2,05/03/2022,Bi-Annual,HR Executive,No,2022,"{""max_wfh_days_per_week"": 1, ""internet_reimbursement_inr"": 1000, ""equipment_provided"": ""Yes"", ""vpn_required"": ""Yes"", ""core_hours"": ""11am-5pm""}"
1095,WFH Request Process — Work From Home,Work From Home,WFH Request Process,HR,Details the hybrid schedule structure including mandatory office days per week.,v1.1,02/07/2024,Bi-Annual,Department Head,No,2024,"{""max_wfh_days_per_week"": 3, ""internet_reimbursement_inr"": 500, ""equipment_provided"": ""No"", ""vpn_required"": ""No"", ""core_hours"": ""11am-5pm""}"
1096,Remote Work Guidelines — Work From Home,Work From Home,Remote Work Guidelines,Admin,Specifies the equipment and internet reimbursement provided for home office setup.,v1.1,25/05/2024,As Needed,CHRO,Yes,2024,"{""max_wfh_days_per_week"": 5, ""internet_reimbursement_inr"": 1500, ""equipment_provided"": ""Yes"", ""vpn_required"": ""Yes"", ""core_hours"": ""11am-5pm""}"
1097,WFH Eligibility — Work From Home,Work From Home,WFH Eligibility,IT,Specifies the equipment and internet reimbursement provided for home office setup.,v1.0,03/03/2023,Annual,Line Manager,Yes,2023,"{""max_wfh_days_per_week"": 3, ""internet_reimbursement_inr"": 1500, ""equipment_provided"": ""Yes"", ""vpn_required"": ""No"", ""core_hours"": ""10am-4pm""}"
1098,WFH Equipment Policy — Work From Home,Work From Home,WFH Equipment Policy,Engineering,Details the hybrid schedule structure including mandatory office days per week.,v2.0,13/02/2022,Quarterly,Line Manager,No,2022,"{""max_wfh_days_per_week"": 3, ""internet_reimbursement_inr"": 500, ""equipment_provided"": ""Yes"", ""vpn_required"": ""No"", ""core_hours"": ""10am-4pm""}"
1099,WFH Request Process — Work From Home,Work From Home,WFH Request Process,Admin,Specifies the equipment and internet reimbursement provided for home office setup.,v3.0,20/01/2024,As Needed,Department Head,No,2024,"{""max_wfh_days_per_week"": 1, ""internet_reimbursement_inr"": 0, ""equipment_provided"": ""No"", ""vpn_required"": ""Yes"", ""core_hours"": ""10am-4pm""}"
1100,WFH Equipment Policy — Work From Home,Work From Home,WFH Equipment Policy,Sales,Specifies the equipment and internet reimbursement provided for home office setup.,v1.0,03/02/2024,As Needed,Department Head,No,2024,"{""max_wfh_days_per_week"": 5, ""internet_reimbursement_inr"": 0, ""equipment_provided"": ""Yes"", ""vpn_required"": ""Yes"", ""core_hours"": ""9am-3pm""}"
1101,Reimbursements — Payroll & Compensation,Payroll & Compensation,Reimbursements,Customer Support,Outlines the criteria and calculation method for annual performance bonuses.,v2.0,03/09/2023,Annual,Department Head,No,2023,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 20, ""overtime_rate"": ""2x"", ""increment_month"": ""April"", ""reimbursement_limit_inr"": 20000}"
1102,Variable Pay — Payroll & Compensation,Payroll & Compensation,Variable Pay,Sales,"Specifies eligibility, rate, and approval process for overtime compensation.",v1.2,05/01/2023,Annual,Department Head,No,2023,"{""pay_cycle"": ""Bi-Monthly"", ""bonus_percentage"": 25, ""overtime_rate"": ""2x"", ""increment_month"": ""July"", ""reimbursement_limit_inr"": 10000}"
1103,Increment Policy — Payroll & Compensation,Payroll & Compensation,Increment Policy,Sales,Outlines the criteria and calculation method for annual performance bonuses.,v3.0,07/01/2023,Annual,HR Executive,No,2023,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 5, ""overtime_rate"": ""2x"", ""increment_month"": ""January"", ""reimbursement_limit_inr"": 20000}"
1104,Salary Structure — Payroll & Compensation,Payroll & Compensation,Salary Structure,Marketing,"Specifies eligibility, rate, and approval process for overtime compensation.",v1.0,26/06/2021,Quarterly,CHRO,No,2021,"{""pay_cycle"": ""Bi-Monthly"", ""bonus_percentage"": 20, ""overtime_rate"": ""N/A"", ""increment_month"": ""January"", ""reimbursement_limit_inr"": 20000}"
1105,Increment Policy — Payroll & Compensation,Payroll & Compensation,Increment Policy,IT,"Specifies eligibility, rate, and approval process for overtime compensation.",v1.2,14/10/2021,As Needed,HR Manager,Yes,2021,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 25, ""overtime_rate"": ""2x"", ""increment_month"": ""January"", ""reimbursement_limit_inr"": 5000}"
1106,Variable Pay — Payroll & Compensation,Payroll & Compensation,Variable Pay,Admin,"Specifies eligibility, rate, and approval process for overtime compensation.",v2.1,12/08/2024,Bi-Annual,HR Executive,Yes,2024,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 15, ""overtime_rate"": ""N/A"", ""increment_month"": ""January"", ""reimbursement_limit_inr"": 15000}"
1107,Variable Pay — Payroll & Compensation,Payroll & Compensation,Variable Pay,IT,"Specifies eligibility, rate, and approval process for overtime compensation.",v3.0,28/10/2022,Annual,Department Head,No,2022,"{""pay_cycle"": ""Bi-Monthly"", ""bonus_percentage"": 5, ""overtime_rate"": ""1.5x"", ""increment_month"": ""April"", ""reimbursement_limit_inr"": 10000}"
1108,Increment Policy — Payroll & Compensation,Payroll & Compensation,Increment Policy,Customer Support,"Defines the salary components including basic pay, HRA, DA, and special allowances.",v1.1,15/02/2023,Quarterly,HR Executive,No,2023,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 25, ""overtime_rate"": ""2x"", ""increment_month"": ""January"", ""reimbursement_limit_inr"": 15000}"
1109,Salary Structure — Payroll & Compensation,Payroll & Compensation,Salary Structure,Admin,Outlines the criteria and calculation method for annual performance bonuses.,v2.1,25/05/2023,Annual,HR Executive,Yes,2023,"{""pay_cycle"": ""Bi-Monthly"", ""bonus_percentage"": 10, ""overtime_rate"": ""N/A"", ""increment_month"": ""January"", ""reimbursement_limit_inr"": 20000}"
1110,Bonus Policy — Payroll & Compensation,Payroll & Compensation,Bonus Policy,HR,"Details the annual increment cycle, eligibility criteria, and performance linkage.",v3.0,22/06/2023,Annual,HR Executive,Yes,2023,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 25, ""overtime_rate"": ""N/A"", ""increment_month"": ""January"", ""reimbursement_limit_inr"": 15000}"
1111,Variable Pay — Payroll & Compensation,Payroll & Compensation,Variable Pay,IT,"Specifies eligibility, rate, and approval process for overtime compensation.",v1.1,08/08/2022,Bi-Annual,HR Manager,No,2022,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 15, ""overtime_rate"": ""N/A"", ""increment_month"": ""July"", ""reimbursement_limit_inr"": 15000}"
1112,Bonus Policy — Payroll & Compensation,Payroll & Compensation,Bonus Policy,Sales,"Defines the salary components including basic pay, HRA, DA, and special allowances.",v1.2,25/07/2024,As Needed,HR Executive,No,2024,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 10, ""overtime_rate"": ""2x"", ""increment_month"": ""July"", ""reimbursement_limit_inr"": 5000}"
1113,Variable Pay — Payroll & Compensation,Payroll & Compensation,Variable Pay,HR,"Specifies eligibility, rate, and approval process for overtime compensation.",v2.1,14/09/2022,Bi-Annual,Line Manager,Yes,2022,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 5, ""overtime_rate"": ""N/A"", ""increment_month"": ""April"", ""reimbursement_limit_inr"": 15000}"
1114,Overtime Pay — Payroll & Compensation,Payroll & Compensation,Overtime Pay,IT,"Specifies eligibility, rate, and approval process for overtime compensation.",v1.2,21/09/2022,Quarterly,HR Manager,Yes,2022,"{""pay_cycle"": ""Bi-Monthly"", ""bonus_percentage"": 10, ""overtime_rate"": ""N/A"", ""increment_month"": ""January"", ""reimbursement_limit_inr"": 5000}"
1115,Reimbursements — Payroll & Compensation,Payroll & Compensation,Reimbursements,Customer Support,Outlines the criteria and calculation method for annual performance bonuses.,v3.0,27/01/2021,Quarterly,Line Manager,Yes,2021,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 5, ""overtime_rate"": ""N/A"", ""increment_month"": ""July"", ""reimbursement_limit_inr"": 15000}"
1116,Increment Policy — Payroll & Compensation,Payroll & Compensation,Increment Policy,Admin,"Defines the salary components including basic pay, HRA, DA, and special allowances.",v3.0,16/04/2023,Quarterly,Line Manager,Yes,2023,"{""pay_cycle"": ""Bi-Monthly"", ""bonus_percentage"": 15, ""overtime_rate"": ""2x"", ""increment_month"": ""April"", ""reimbursement_limit_inr"": 5000}"
1117,Increment Policy — Payroll & Compensation,Payroll & Compensation,Increment Policy,Finance,"Details the annual increment cycle, eligibility criteria, and performance linkage.",v1.2,28/12/2023,Bi-Annual,Line Manager,Yes,2023,"{""pay_cycle"": ""Bi-Monthly"", ""bonus_percentage"": 15, ""overtime_rate"": ""2x"", ""increment_month"": ""April"", ""reimbursement_limit_inr"": 15000}"
1118,Bonus Policy — Payroll & Compensation,Payroll & Compensation,Bonus Policy,Operations,"Defines the salary components including basic pay, HRA, DA, and special allowances.",v2.0,02/05/2021,Bi-Annual,Department Head,No,2021,"{""pay_cycle"": ""Bi-Monthly"", ""bonus_percentage"": 25, ""overtime_rate"": ""2x"", ""increment_month"": ""April"", ""reimbursement_limit_inr"": 10000}"
1119,Variable Pay — Payroll & Compensation,Payroll & Compensation,Variable Pay,HR,Outlines the criteria and calculation method for annual performance bonuses.,v2.0,10/08/2024,As Needed,Line Manager,Yes,2024,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 5, ""overtime_rate"": ""2x"", ""increment_month"": ""July"", ""reimbursement_limit_inr"": 20000}"
1120,Reimbursements — Payroll & Compensation,Payroll & Compensation,Reimbursements,Engineering,"Defines the salary components including basic pay, HRA, DA, and special allowances.",v1.2,18/01/2023,As Needed,HR Executive,No,2023,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 20, ""overtime_rate"": ""1.5x"", ""increment_month"": ""January"", ""reimbursement_limit_inr"": 15000}"
1121,Salary Structure — Payroll & Compensation,Payroll & Compensation,Salary Structure,Customer Support,"Defines the salary components including basic pay, HRA, DA, and special allowances.",v2.1,03/07/2023,Quarterly,Department Head,Yes,2023,"{""pay_cycle"": ""Bi-Monthly"", ""bonus_percentage"": 25, ""overtime_rate"": ""2x"", ""increment_month"": ""July"", ""reimbursement_limit_inr"": 5000}"
1122,Increment Policy — Payroll & Compensation,Payroll & Compensation,Increment Policy,IT,"Specifies eligibility, rate, and approval process for overtime compensation.",v1.2,17/01/2024,Bi-Annual,Department Head,No,2024,"{""pay_cycle"": ""Monthly"", ""bonus_percentage"": 5, ""overtime_rate"": ""1.5x"", ""increment_month"": ""July"", ""reimbursement_limit_inr"": 15000}"
